familial nonpolyposis colorectal neoplasm	DOID:3883
petrositis	DOID:10755
familial elliptocytosis	DOID:2373
Clouston's syndrome	DOID:14693
Monodermal teratoma	DOID:5207
adenocarcinoma of appendix 	DOID:3608
Horner disease	DOID:11486
malignant tumor of glans penis 	DOID:11839
renal-retinal disease	DOID:0050576
Lymphocytopenia (disorder)	DOID:614
Retinoblastoma disorder	DOID:768
acute gonococcal cystitis	DOID:13690
Armfield disorder	DOID:0050764
pituitary carcinoma	DOID:4916
demyelinating disease	DOID:3213
shoulder impingement disorder	DOID:14276
papillary adenoma	DOID:3172
osteitis	DOID:3342
rosacea	DOID:8881
cell type benign neoplasm	DOID:0060084
Lymphoma of esophagus	DOID:1106
Infection by Opisthorchis	DOID:13768
arrhythmogenic right ventricular dysplasia	DOID:0050431
Joint ankylosis of the forearm disorder	DOID:381
spindle cell squamous carcinoma of skin 	DOID:5536
acute gastrointestinal tract vascular insuffic disorder	DOID:8590
Leukemia Myelocytic acute	DOID:9119
Insulinoma (morphologic abnormality)	DOID:3892
Perianal skin squamous cell carcinoma	DOID:12239
squamous cell carcinoma of conjunctiva (disorder)	DOID:1748
Drusen of optic disc	DOID:13561
Superficial keratitis disorder	DOID:12196
papilloma of skin (disorder)	DOID:3178
Proteus disease	DOID:13482
gastric mucosal hypertrophy	DOID:8757
ureter inverted papilloma	DOID:6935
chronic meningitis disorder	DOID:10341
proliferative type fibrocystic change of breast	DOID:3274
malignant germ cell tumor of ovary (disorder)	DOID:2155
uterine ligament clear cell adenocarcinoma	DOID:5302
Jervell and Lange-Nielson syndrome (finding)	DOID:2842
Ruptured aortic aneurysm (disorder)	DOID:7682
Anankastic personality syndrome	DOID:10932
ulcerative cystitis 	DOID:13949
Borderline glaucoma steroid responder disorder	DOID:14548
Cauda equina syndrome NOS 	DOID:11577
large granular Lymphocyte Leukemia, NK-cell type	DOID:1035
Retinal abnormality  diabetesrelated disorder	DOID:8947
Hidrocystoma morphologic abnormality	DOID:3893
phenylketonuria	DOID:9281
nasal cavity adenocarcinoma	DOID:4930
FAB M7 disorder acute megakaryoblastic leukemia	DOID:8761
Leukodystrophy sudanophilic	DOID:3210
fourth cranial nerve palsy	DOID:10869
papillary cystadenocarcinoma	DOID:3110
Hematologic neoplasm disorder	DOID:2531
chondroosteodystrophy	DOID:12804
Rickets, Hypophosphatemic	DOID:0050445
atrophic vulva disorder	DOID:14275
cutaneous lymphangioma	DOID:2286
cystathionine beta synthase deficiency	DOID:9263
Synovial sarcoma, biphasic	DOID:5492
diencephalic astrocytomas	DOID:4855
malignant tumor of sphenoid sinus 	DOID:14546
malignant neoplasm of greater curvature of stomach,	DOID:10534
small Bowel leiomyoma	DOID:1738
Cutaneous Lipoma	DOID:10188
Acne, erythematosa	DOID:8881
Nezelofs syndrome disorder	DOID:2012
vater association dup disorder	DOID:14679
cicatricial entropion	DOID:13113
3ketothiolase deficiency	DOID:14723
autosomal recessive disorder	DOID:0050737
thyroid neoplasm	DOID:1781
lysosomal storage metabolism disease	DOID:3211
immune complex syndrome	DOID:1557
acute duodenal ulcer with perforation AND obstruction disorder	DOID:1724
epilepsy, sensory-induced	DOID:2548
cystic disease of kidney 	DOID:2975
third cranial nerve disease	DOID:562
systemic nonneuropathic amyloidosis	DOID:0050636
Pearson syndrome	DOID:0060067
congenital myasthenic disease	DOID:3635
NOS papillomatosis	DOID:2615
Ventricular septal defect with pulmonary stenosis or atresia, dextraposition of aorta, and hypertrophy of right ventricle	DOID:6419
Cutaneous leiomyoma 	DOID:5132
Vertigo of central origin disorder	DOID:2479
Cylindroma (morphologic abnormality)	DOID:4866
Holoprosencephaly sequence 	DOID:4621
Adamantiades-Behcet disease	DOID:13241
cystathionine synthase deficiency	DOID:9263
Peroneal muscular atrophy NOS disorder	DOID:10595
renal-retinal disorder	DOID:0050576
Verruciform xanthoma (morphologic abnormality)	DOID:5769
hereditary atypical multiple mole-melanoma	DOID:10041
deficiency of argininosuccinate lyase disorder	DOID:14755
nasal disorder	DOID:2825
Nonvenereal endemic syphilis (& [Bejel] or [Njovera])	DOID:13431
pulmonary emphysema	DOID:9675
Infection by Dipetalonema perstans disorder Ambiguous	DOID:14422
pulmonary blastoma morphologic abnormality	DOID:4765
Sertoli cell-only disorder	DOID:0050457
malignant neoplasm of islets of Langerhans	DOID:1798
tonsillar pillar cancer	DOID:8688
acute cor pulmonale (disorder)	DOID:8517
proliferative diabetic retinopathy	DOID:13207
neoplasm of bronchus (disorder)	DOID:3906
tracheal calcification	DOID:14224
Pelizaeus-Merzbacher syndrome	DOID:3210
Tick fever, American mountain	DOID:4885
acute dacryocystitis 	DOID:12996
mixed cell type renal Wilms tumor	DOID:5179
dissecting aortic aneurysm	DOID:7683
Urothelial cell carcinoma of renal Pelvis	DOID:5974
chronic periodontitis NOS (disorder)	DOID:824
Unspecified papilledema (disorder)	DOID:146
Cardiomyopathy hypertrophic	DOID:11984
conjunctival vascular disorder	DOID:10989
Tuberculosis of pleura disorder Ambiguous	DOID:106
Leukostasis	DOID:12986
hereditary tooth agenesis	DOID:0050591
Angeluccis syndrome	DOID:11203
neoplasm of soft tissues 	DOID:0060123
Bruton-type agammaglobulinemia	DOID:14179
vaginal mixed epithelial and mesenchymal tumor	DOID:136
Lack or loss of sexual desire	DOID:13868
Proteinuria contextdependent category	DOID:576
Iris syndrome	DOID:240
malignant neoplasm of abdominal oesophagus	DOID:5041
Gangliocytoma morphologic abnormality	DOID:2426
disorder of iron metabolism disorder	DOID:2351
Nightcliff gardener's syndrome	DOID:5052
fallopian tube endometriosis	DOID:11424
renal tubular transport syndrome	DOID:447
neuroendocrine carcinoma (disorder)	DOID:1800
hemangioma of intraabdominal structure	DOID:254
microcystic variant infiltrating bladder urothelial carcinoma	DOID:7971
malignant neoplasm of lesser curvature of stomach	DOID:10534
Hutchinson Gilford syndrome	DOID:3911
Duanes syndrome	DOID:12557
malignant neoplasm of ventral tongue surface NOS disorder	DOID:8649
acute gonococcal epididymoorchitis	DOID:10802
rheumatic disorder	DOID:1575
Cystadenoma (morphologic abnormality)	DOID:2634
carcinoma of cecum 	DOID:1519
neoplasm of lacrimal system disorder	DOID:292
acute necrotizing encephalitis (disorder)	DOID:5222
Mast cell malignancy of intra-abdominal lymph nodes 	DOID:13005
Trigonitis NOS 	DOID:13507
carcinoma of endocrine pancreas (disorder)	DOID:1798
Pineal parenchymal tumor of intermediate differentiation (morphologic abnormality)	DOID:5030
malignant neoplasm of submaxillary gland	DOID:9173
hemangiopericytoma of meninges (disorder)	DOID:4957
adenoma  prostate	DOID:2883
malignant tumor aryepiglottic fold  hypopharyngeal aspect disorder	DOID:8663
subacute necrotizing encephalomyelopathy	DOID:3652
Purpura, autoimmune	DOID:11123
melioidosis	DOID:5052
Encephalitis/myelitis NOS (disorder)	DOID:640
Kummell's disease 	DOID:6603
localized Ewings tumor	DOID:4980
Enophthalmos disorder	DOID:11175
malignant tumor of pyriform fossa 	DOID:9235
Nezelof syndrome	DOID:2012
hemangioma of subcutaneous tissue 	DOID:13081
Sclerosing angioma	DOID:4418
pediatric testicular germ cell neoplasm	DOID:6082
Thrombotic thrombocytopenic purpura [Ambiguous]	DOID:10772
Diverticulitis unspecified (disorder)	DOID:7475
malignant neoplasm of vulva NOS	DOID:1245
NOS nerve root syndrome	DOID:4306
central nervous system Medulloepithelioma	DOID:4790
Phacolytic glaucoma (disorder)	DOID:12570
Cholestatic jaundice syndrome disorder	DOID:13603
mixed tumor malignant morphologic abnormality	DOID:154
myotonic dystrophy type 2	DOID:0050759
postphlebitic disorder	DOID:2364
4hydroxybutyric aciduria	DOID:0060175
petroclival meningioma	DOID:7818
autoimmune hepatitis	DOID:2048
Dermatofibrosarcoma (disorder)	DOID:3507
Histoplasmosis with pericarditis (disorder)	DOID:10234
Wallenberg disorder	DOID:3522
Fredrickson type IV hyperlipoproteinemia (disorder)	DOID:1172
extrahepatic bile duct papillary adenoma	DOID:7503
biliary dyskinesia disorder	DOID:4140
Seminoma of testis disorder	DOID:5842
deficiency of tryptophan oxygenase	DOID:1060
Intracystic papillary adenoma (morphologic abnormality)	DOID:2682
Alpers' disease or gray-matter degeneration	DOID:1442
Moorens ulcer disorder	DOID:10439
neoplasm of bone marrow disorder	DOID:4960
fatty acid metabolism disease	DOID:3146
hydatid disease	DOID:1496
recurrent erosion disorder	DOID:11541
familial multiple lipoprotein-type hyperlipidemia (disorder)	DOID:13809
Callous ulcer	DOID:8549
Tenosynovitis, de Quervain's	DOID:14107
bulbar motor neuron disease	DOID:332
Phlebitis and thrombophlebitis of the iliac vein NOS (disorder)	DOID:10880
Atherosclerotic cardiovascular disease	DOID:2348
Duane retraction syndrome	DOID:12557
tenosynovitis	DOID:970
Spermatocytic Seminoma	DOID:5834
Marburg hemorrhagic fever	DOID:4327
Giant cell arteritis disorder	DOID:13375
malignant secondary hypertension	DOID:13731
glandular cystitis	DOID:2392
urethral diverticulum	DOID:9341
eye carcinoma	DOID:295
DurandNicolasFavre disease	DOID:13819
Lymphoma of the Chest Wall	DOID:6758
Diverticulum  bladder	DOID:11353
Anodontia (disorder)	DOID:13714
malignant neoplasm of tonsillar pillars posterior	DOID:8688
cervical adenosquamous carcinoma	DOID:5636
Tietze's disorder	DOID:14021
Chondroid chordoma morphologic abnormality	DOID:4152
malignant neoplasm of uterus, part unspecified	DOID:363
Gangliosidosis disorder	DOID:2368
spindle cell synovial sarcoma	DOID:5487
neoplasm of frontal lobe (disorder)	DOID:12016
basal ganglia cerebrovascular disease	DOID:10991
Bronze diabetes 	DOID:2352
Hashimoto's syndrome	DOID:7188
cornea edema	DOID:11030
endometrioid carcinoma ovary 	DOID:5828
hypoglossal nerve disease	DOID:13814
Paracoccidioidomycosis NOS disorder	DOID:12662
malignant hypertensive renal syndrome	DOID:10177
late neurosyphilis	DOID:9988
part unspecified  malignant neoplasm of penis	DOID:11615
hypertrophic gastropathy 	DOID:8757
arthropathic psoriasis	DOID:9008
no subtype (morphologic abnormality) adenocarcinoma	DOID:299
secondary polycythemia NOS 	DOID:2834
Pneumoconiosis due to silicates (disorder)	DOID:10325
polyneuropathy in malignant syndrome	DOID:8681
Choriocarcinoma of ovary (disorder)	DOID:5550
chronic sphenoidal sinusitis disorder	DOID:10793
Induced malaria (disorder)	DOID:12365
Coccygeal hypermobility syndrome disorder	DOID:12537
Tetralogy of Fallot, unspecified 	DOID:6419
factitious syndrome	DOID:1766
Peyronie's Fibromatosis	DOID:8616
Nephrosclerosis (disorder)	DOID:11664
Porphyria NOS 	DOID:13268
Seborrheic dermatitis disorder	DOID:8741
epithelial Thymoma	DOID:7926
Polyneuropathy unspecified 	DOID:1389
Bronchitis NOS (disorder)	DOID:6132
ureteral syndrome	DOID:1426
neonatal urinary tract infectious disease	DOID:1375
periodic Neutropenia	DOID:5339
chronic gastric ulcer without hemorrhage AND without perforation but with obstruction disorder	DOID:10808
male hematocele (disorder)	DOID:12332
pulmonary paragonimiasis	DOID:10699
Hamman-Rich disease	DOID:2800
mucocele of appendix	DOID:13248
dependent personality disease	DOID:10931
prostatic acinar adenocarcinoma	DOID:3024
Bowman's membrane folds or rupture	DOID:11552
pleomorphic adenoma	DOID:452
malignant neoplasm of conjunctiva primary	DOID:5467
mature T-cell and NK-cell neoplasm	DOID:0050743
LEOPARD disorder	DOID:14291
Throat infection  tonsillitis	DOID:10456
Bartter's disorder	DOID:445
Adenosquamous carcinoma of the prostate	DOID:5634
urethral villous adenoma	DOID:5643
X-linked Russell-Silver disorder	DOID:14744
Legionella or Legionnaires disease	DOID:10457
brain stem infarction	DOID:3523
rheumatoid lung disease	DOID:849
Juvenile myoclonic epilepsy disorder	DOID:4890
norwegian scabies	DOID:14374
Cerebral infarction NOS 	DOID:3526
iliac vein thrombophlebitis	DOID:10880
Hutchinson-Gilford syndrome 	DOID:3911
peritoneal carcinoma	DOID:1791
Pompholyx unspecified disorder	DOID:9230
Infective dermatitis of eyelid of types resulting in deformity	DOID:13824
Unspecified optic atrophy disorder	DOID:5723
fetal alcohol spectrum disease	DOID:0050696
Sea bather's eruption 	DOID:11302
specified as simple Goiter	DOID:13198
DiGeorge syndrome	DOID:11198
acute myeloblastic leukemia disorder	DOID:9119
Multiple sclerosis (disorder)	DOID:2377
neoplasm of appendix disorder	DOID:11240
Bacteriuria finding	DOID:1412
non-secretory myeloma	DOID:9547
PITT disease	DOID:0050460
tympanic membrane disorder	DOID:5782
Parapsoriasis NOS disorder	DOID:9088
Pylorospasm 	DOID:12072
bile duct mucinous adenocarcinoma	DOID:3698
Broad ligament laceration disorder	DOID:14133
Tuberculous empyema 	DOID:14305
Tuberculous empyema (disorder)	DOID:14305
Malaria by Plasmodium malariae	DOID:14324
Iodinedeficiencyrelated endemic goiter disorder	DOID:13198
malignant neoplasm of epiglottis NOS (disorder)	DOID:8133
interstitial emphysema	DOID:10030
Entropion 	DOID:12397
Urethritis unspecified (disorder)	DOID:1343
Temporal lobe epilepsy (disorder)	DOID:3328
Stenosis of trachea disorder	DOID:3227
Hypotony of eye, unspecified	DOID:790
chronic mycotic otitis externa (disorder)	DOID:10519
Rhinitis 	DOID:4483
Congenital night blindness disorder Ambiguous	DOID:8498
nervous system disease	DOID:863
choreaacanthocytosis	DOID:0050766
Leukoplakia of penis disorder	DOID:8738
Cushing disease	DOID:12252
Infestation by Sarcoptes scabiei 	DOID:8295
malignant Eccrine Poroma	DOID:7566
Croup 	DOID:9395
hand, foot and mouth disorder	DOID:10881
Functionless pituitary adenoma 	DOID:5715
Basophil carcinoma	DOID:4915
malignant tumor of vulva (disorder)	DOID:1245
Da Costa's disease	DOID:11569
chorea gravidarum	DOID:14483
steroid-induced glaucoma - borderline	DOID:14548
retroperitoneal leiomyosarcoma	DOID:5284
PraderWilli syndrome	DOID:11983
melanocytoma of meninges 	DOID:5900
malignant granular cell skin tumor	DOID:7639
Dislocation of lacrimal gland disorder	DOID:11134
pulp degeneration NOS 	DOID:11189
benign intermediate mesothelioma	DOID:5884
delivered oligohydramnios	DOID:12215
Farcy pipes	DOID:13444
stomach carcinoma in situ	DOID:9138
boil	DOID:8478
Endocervicitis unspecified disorder	DOID:5757
acute disseminated encephalomyelitis (disorder)	DOID:639
Hodgkin's disease, nodular sclerosis (disorder)	DOID:8838
Christ-Siemens-Touraine disorder	DOID:14793
progressive myoclonus epilepsy	DOID:891
Filariasis (disorder)	DOID:1080
External thrombosed haemorrhoids	DOID:9745
acute hemorrhagic encephalitis	DOID:5224
adenocarcinoma of gastric cardia	DOID:6271
Fabry's disease 	DOID:14499
Ewings sarcomaprimitive neuroectodermal tumor	DOID:3369
oophoritis	DOID:10974
Hirudiniasis	DOID:11079
Dystrophy of corneal endothelium	DOID:11554
typhoid	DOID:13258
RUVALCABA-MYHRE-SMITH SYNDROME	DOID:0050657
pineal body neoplasm	DOID:5032
enteritis and gastroenteritis infectious colitis	DOID:2326
chronic ulcer of skin	DOID:8549
globe syndrome	DOID:1242
metaphyseal dysplasia	DOID:0080019
AlbersSchonberg disease	DOID:13533
Frasier disease	DOID:0050438
Mucopolysaccharidosis NOS 	DOID:12798
Transient cerebral ischemia (disorder) 	DOID:224
Sixth disorder	DOID:0050495
vesiculitis	DOID:9365
CoffinSiris syndrome	DOID:1925
acute respiratory Failure	DOID:11162
hemangioma of bone	DOID:6610
VIth nerve syndrome	DOID:10865
Hematologic malignancy	DOID:2531
arteriosclerotic cardiovascular disease	DOID:2348
Coccidiosis (& [intestinal])	DOID:2113
Substernal goiter 	DOID:13200
Sphingomyelinase Deficiency Disease	DOID:14504
Alveolar adenocarcinoma	DOID:4926
persistent fetal circulation disorder	DOID:13042
Sixth cranial nerve disorder NOS	DOID:10865
Vestibular schwannoma	DOID:12689
atypical choroid plexus papilloma	DOID:3544
membranous nephropathy	DOID:10976
autoimmune lymphoproliferative disorder	DOID:6688
chronic closedangle glaucoma	DOID:14445
Binder disease	DOID:14683
Schnitzler disease	DOID:4371
Water-clear cell adenocarcinoma (morphologic abnormality)	DOID:4468
Postsurgical hypoinsulinemia disorder	DOID:2181
malignant neoplasm of male genital organ unspecified disorder	DOID:3856
corkhandlers disease or lung 	DOID:840
accessory nerve disease	DOID:339
Regular astigmatism 	DOID:11781
malignant tumor of conjunctiva 	DOID:5467
acute rheumatic carditis	DOID:8481
primary ciliary dyskinesia	DOID:9562
Diffuse Lewy body disease disorder	DOID:12217
inclusion body myositis	DOID:3429
Myocarditis (disorder)	DOID:820
small intestine leiomyosarcoma	DOID:5271
malignant neoplasm of other specified hypopharyngeal site (disorder)	DOID:8533
Unspecified paralytic strabismus disorder	DOID:10863
Enamel hypoplasia disorder	DOID:693
Mikulicz syndrome	DOID:12900
interstitial nephritis	DOID:1063
thymus gland disorder	DOID:533
epidemic louse-borne typhus	DOID:11256
Epiglottitis disorder	DOID:9398
Sciatic neuropathy disorder	DOID:11446
disorder of the nose 	DOID:2825
urticaria pigmentosa	DOID:12309
Septal def.-ventricular	DOID:1657
Symptomatic torsion dystonia NOS disorder	DOID:14164
sleep disorder	DOID:535
partial circumpapillary choroid dystrophy	DOID:9811
endometrioid adenoma or carcinoma NOS (morphologic abnormality)	DOID:2870
choanal atresia	DOID:9574
Infective eyelid dermatitis of types resulting in deformity 	DOID:13824
Acne roscea	DOID:8881
Thrush, oral	DOID:14262
tumor of the Ovary	DOID:2394
Septal defect NOS disorder	DOID:1681
Coronary artery anomaly NOS (disorder)	DOID:11843
malignant glioma	DOID:3070
Opisthorchiasis 	DOID:13768
type VI Ehlers-Danlos disease	DOID:14775
Lymphocyst morphologic abnormality	DOID:4347
Congenital fissure of tongue (disorder)	DOID:11514
anodontia	DOID:13714
METHYLMALONIC ACIDEMIA, cblB TYPE	DOID:14749
metal metabolism disease	DOID:896
glomangiomyoma	DOID:8020
Melanotic adamantinoma of skin (disorder)	DOID:4290
uterine corpus dissecting leiomyoma	DOID:13953
malignant neoplasm of vagina NOS 	DOID:119
meningiomas morphologic abnormality	DOID:3565
Lumbosacral plexus lesion disorder	DOID:13913
Toxic nodular goiter NOS (disorder)	DOID:11277
colon syndrome	DOID:5353
cervicomedullary junction neoplasm	DOID:4707
Panophthalmitis (disorder)	DOID:13732
Mucocutaneous leishmaniasis, (American)	DOID:9155
familial advanced sleep-phase disease	DOID:0050628
nasopharyngeal disorder	DOID:9561
Myotonic cataract (disorder)	DOID:82
Infiltrating and papillary adenocarcinoma	DOID:3112
Disseminated tuberculosis disorder	DOID:9861
malignant tertian fever 	DOID:14067
actinomycetoma	DOID:8478
retinal melanoma	DOID:8427
laryngeal benign neoplasm	DOID:2598
Worth's syndrome	DOID:0080037
neoplasm of peripheral nerve 	DOID:1192
tracheal lymphoma	DOID:12001
liver lipoma	DOID:10190
malignant neoplasm of apex of urinary bladder	DOID:11820
sick building disease	DOID:2710
Inflammatory disorder of muscle 	DOID:633
fungal esophagitis	DOID:13147
Ca fundus - stomach (disorder)	DOID:10538
ostertagiasis	DOID:3985
acute pancreatitis disorder Ambiguous	DOID:2913
Lesion of lateral popliteal nerve	DOID:12527
Hemarthrosis of shoulder	DOID:801
cyclothymic disease	DOID:845
Strongyloidiasis unspecified disorder	DOID:10955
supraglottis neoplasm	DOID:8002
Nonvenereal endemic syphilis & Bejel or Njovera	DOID:13431
diastolic heart failure	DOID:9775
Other chorioretinitis and retinochoroiditis 	DOID:8886
epithelioid cell Synovial sarcoma	DOID:5494
Labium leporinum	DOID:9296
type 3  Ehlers-Danlos syndrome	DOID:14757
Asphyxia - birth	DOID:11088
CriglerNajjar syndrome type I disorder	DOID:3803
Mucocutaneous-lymphangitic paracoccidioidomycosis (disorder)	DOID:12662
acute cervicitis 	DOID:10616
skin tag NOS (disorder)	DOID:6873
Cloacogenic carcinoma (morphologic abnormality)	DOID:7173
familial spherocytosis (disorder)	DOID:12971
Embryonal Rhabdomyosarcoma of the prostate	DOID:3251
acute pancreatitis unspecified disorder	DOID:2913
Alstrom syndrome	DOID:0050473
primary malignant neoplasm of hilus of lung 	DOID:7696
Myoepithelial adenoma	DOID:2661
in perinatal period disorder primary atelectasis	DOID:424
biphasic synovial sarcoma	DOID:5492
chronic atticoantral suppurative otitis media	DOID:14248
Subclavian steal syndrome disorder	DOID:13002
Acantholytic squamous cell carcinoma disorder	DOID:5524
nodular sclerosis NOS (disorder) Hodgkin's disease	DOID:8838
disorder of liver 	DOID:409
Congenital vascular hamartoma	DOID:2725
Oguchi's disease	DOID:8498
psychomotor syndrome	DOID:4020
influenza with nonrespiratory manifestation	DOID:8469
esophageal adenoid cystic carcinoma	DOID:4878
acute antritis	DOID:2050
basal ganglia disorder	DOID:679
malignant tumor of choroid 	DOID:12759
testicular fibroma	DOID:7675
Limb-kinetic apraxia (finding)	DOID:4627
pituitary-dependent Cushing's syndrome	DOID:3946
Enophthalmos (disorder)	DOID:11175
 Myxoid chondrosarcoma (morphologic abnormality)	DOID:5861
chronic eustachian tube salpingitis 	DOID:1999
Ileus	DOID:8440
rheumatoid lung syndrome	DOID:849
Encephalitis in viral disease NOS (disorder)	DOID:646
lower respiratory tract infection (disorder)	DOID:6132
acute nasopharyngitis [common cold]	DOID:10459
achromatopsia (disorder)	DOID:13911
pancreatic ACTH hormone producing tumor	DOID:7697
Embryonal rhabdomyosarcoma disorder	DOID:3246
Focal motor seizure	DOID:3327
Korsakoff's disorder	DOID:10915
hereditary breast and Ovarian cancer syndrome	DOID:5683
acute bronchitis NOS 	DOID:6132
Streptococcal meningitis 	DOID:11574
XLinked Severe Combined Immunodeficiency	DOID:0060013
parametritis	DOID:1260
CALCIUM OXALATE UROLITHIASIS	DOID:585
infantile spasm	DOID:2481
thoracic spinal canal and spinal cord meningioma	DOID:6103
prediabetic state	DOID:11716
Coloboma of eye disorder	DOID:12270
Lymphangitis NOS	DOID:9317
Immune thrombocytopenia disorder	DOID:1587
malignant tumor of the Muscle	DOID:4045
Pregnancy-related A-G syndrome 	DOID:12700
genital system syndrome	DOID:15
Hypotrichosis	DOID:4535
Unverrichts disease	DOID:3535
vulva verrucous carcinoma	DOID:3740
Hematocele NOS male	DOID:12332
alcoholrelated neurodevelopmental disorder	DOID:0050667
Incipient cataract NOS 	DOID:10997
Heredopathia atactica polyneuritiformis	DOID:10582
malignant tumour of adrenal cortex	DOID:660
brain Glioblastoma	DOID:3073
Suberosis (disorder)	DOID:840
Non supp otitis media	DOID:11180
Idiopathic myocarditis 	DOID:10778
primary malignant neoplasm of liver 	DOID:3571
Radial nerve lesion NOS (disorder)	DOID:12170
PelgerHuet anomaly	DOID:9631
Enchondromatosis with haemangiomata	DOID:4624
malignant neoplasm of adrenal cortex (disorder)	DOID:660
craniopharyngioma, papillary (morphologic abnormality)	DOID:3847
carcinoma of middle ear	DOID:4893
Falciparum malaria 	DOID:14067
Dysembryoplastic neuroepithelial tumor morphologic abnormality	DOID:2679
hypertrophy of breast NOS (disorder)	DOID:10688
Bacterial esophagitis disorder	DOID:13921
Huntington's chorea (disorder)	DOID:12858
Angiokeratoma of skin disorder	DOID:479
bladder diffuse clear cell adenocarcinoma	DOID:6210
Aplasia of iris 	DOID:12271
Esthesioneuroepithelioma [dup]	DOID:369
Hepatocellular carcinoma, fibrolamellar (morphologic abnormality)	DOID:5015
hydatid syndrome	DOID:1496
Complement 5 dysfunction disorder	DOID:8941
Cicatricial lagophthalmos finding	DOID:13038
malignant neoplasm of greater curvature of stomach	DOID:10534
Pediculosis, unspecified	DOID:5502
Obstruction of lacrimal ducts (disorder)	DOID:13929
Chief cell adenoma	DOID:7607
Infantile hemiplegia NOS disorder	DOID:10969
Band-shaped keratopathy (disorder)	DOID:11164
malignant hyperthermia	DOID:8545
cartilage-hair hypoplasia	DOID:14773
Allergic purpura NOS (disorder)	DOID:11123
Evans' syndrome	DOID:8931
Epidermolysis bullosa disorder	DOID:2730
neoplasm of ethmoidal sinus 	DOID:1364
Hypotrichosis of eyelid disorder	DOID:11671
nonlangerhanscell histiocytosis	DOID:4330
fibrohistiocytic tumor	DOID:4418
seborrheic infantile dermatitis	DOID:8941
trachoma	DOID:11265
Kala-Azar	DOID:9146
Streptobacillary rat-bite fever	DOID:13238
Bruxism - teeth grinding	DOID:2846
exocervical carcinoma	DOID:2892
