1-(3-mercaptopropionic acid)-8-D-arginine-vasopressin1-deamino-8-D-arginine vasopressin1-Desamino-8-D-arginine vasopressinDDAVPDesmopresinaDesmopressinDesmopressineDesmopressinumMinirinStimate	Desmopressin
Desmopressin	Desmopressin
Coagulation factor VII precursorEptacog alfaProconvertinSerum prothrombin conversion acceleratorSPCA	Coagulation factor VIIa
Coagulation factor VIIa	Coagulation factor VIIa
Adipogenesis inhibitory factorAGIFIL-11Interleukin-11 precursor	Oprelvekin
Oprelvekin	Oprelvekin
FGF-7Fibroblast growth factor- 7HBGF-7Keratinocyte growth factor precursorKGF	Palifermin
Palifermin	Palifermin
GlucagonGlucagoneGlucagonumHis-ser-gln-gly-thr-phe-thr-ser-asp-tyr-ser-lys-tyr-leu-asp-ser-arg-arg-ala-gln-asp-phe-val-gln-trp-leu-met-asn-thrHis-ser-glu(NH2)-gly-thr-phe-thr-ser-asp-tyr-ser-lys-tyr-leu-asp-ser-arg-arg-ala-glu(NH2)-asp-phe-val-glu(NH2)-trp-leu-met-asp(NH2)-thrHSQGTFTSDYSKYLDSRRAQDFVQWLMNT	Glucagon recombinant
Glucagon recombinant	Glucagon recombinant
IL-2Interleukin-2 precursorT-cell growth factorTCGF	Aldesleukin
Aldesleukin	Aldesleukin
Botulinum neurotoxin type B precursorBTX-B	Botulinum Toxin Type B
Botulinum Toxin Type B	Botulinum Toxin Type B
Ig gamma-1 chain C region	Omalizumab
Omalizumab	Omalizumab
ICSHInsterstiial cell-stimulating hormoneLHLH-BLSH- betaLSH-BLuteinizing hormoneLuteinizing hormone beta subunitLutrophinLutropin alphaLutropin beta chain precursor	Lutropin alfa
Lutropin alfa	Lutropin alfa
Outer surface protein A precursor	OspA lipoprotein
OspA lipoprotein	OspA lipoprotein
Insulin Lispro Recombinant 	Insulin Lispro
Insulin Lispro	Insulin Lispro
Insulin Glargine (rDNA origin)	Insulin Glargine
Insulin Glargine	Insulin Glargine
AA4500	Collagenase
Collagenase	Collagenase
Urate oxidaseUricase	Rasburicase
Rasburicase	Rasburicase
Cetrorelixum	Cetrorelix
Cetrorelix	Cetrorelix
Ig gamma-1 chain C region	Adalimumab
Adalimumab	Adalimumab
GHGH-NGrowth hormoneGrowth hormone 1Pituitary growth hormoneSomatotropin precursorSomatropin	Somatropin recombinant
Somatropin recombinant	Somatropin recombinant
Imiglucerase	Imiglucerase
7E3 7E3 antibodyantiGPIIBIIIaC7E3	Abciximab
Abciximab	Abciximab
Anticoagulant protein CAutoprothrombin IIABlood coagulation factor XIVVitamin K-dependent protein C precursor	Drotrecogin alfa
Drotrecogin alfa	Drotrecogin alfa
Gemtuzumab ozogamicin	Gemtuzumab ozogamicin
Indium (111In) satumomab pendetideIndium-111 satumomab pendetide	Satumomab Pendetide
Satumomab Pendetide	Satumomab Pendetide
Alpha 1-antitrypsinAlpha-1 protease inhibitorAlpha-1-antiproteinaseAlpha-1-antitrypsin precursor	Alpha-1-proteinase inhibitor
Alpha-1-proteinase inhibitor	Alpha-1-proteinase inhibitor
L-asparagine amidohydrolasePutative L-asparaginase precursor	Pegaspargase
Pegaspargase	Pegaspargase
Fibroblast interferonIFN-betaInterferon beta precursor	Interferon beta-1a
Interferon beta-1a	Interferon beta-1a
Adenosine aminohydrolaseAdenosine deaminase	Pegademase bovine
Pegademase bovine	Pegademase bovine
Serum albumin precursor	Human Serum Albumin
Human Serum Albumin	Human Serum Albumin
IntegrelinIntrifiban	Eptifibatide
Eptifibatide	Eptifibatide
Serum albumin precursor	Serum albumin iodonated
Serum albumin iodonated	Serum albumin iodonated
Ig gamma-1 chain C region	Infliximab
Infliximab	Infliximab
Follicle stimulating hormone betaFollicle-stimulating hormone beta subunitFollitrophin betaFollitropin betaFollitropin beta chain precursorFSH-bFSH-BFSH-beta	Follitropin beta
Follitropin beta	Follitropin beta
ADHAntidiuretic hormoneArginine vasopressinArgipressinAVP	Vasopressin
Vasopressin	Vasopressin
Fibroblast interferonIFN-betaInterferon beta precursor	Interferon beta-1b
Interferon beta-1b	Interferon beta-1b
CIFNconsensus interferonIFN Alfacon-1Interferon Consensus, Methionylmethionyl interferon consensusmethionyl-interferon-consensusrCon-IFNRecombinant Consensus InterferonRecombinant methionyl human consensus interferon	Interferon alfacon-1
Interferon alfacon-1	Interferon alfacon-1
HYAL-1Hyaluronidase 1 precursorHyaluronidase PH-20Sperm adhesion molecule 1Sperm surface protein PH-20	Hyaluronidase
Hyaluronidase	Hyaluronidase
Insulin, porcine	Insulin, porcine
Anti HER2Ig gamma-1 chain C region	Trastuzumab
Trastuzumab	Trastuzumab
AntiCD20Ig gamma-1 chain C region	Rituximab
Rituximab	Rituximab
chimeric mouse-human antiCD25Ig gamma-1 chain C region	Basiliximab
Basiliximab	Basiliximab
Anti-CD3Muromonab-CD3	Muromonab
Muromonab	Muromonab
Digoxin Immune Fab (Ovine)	Digoxin Immune Fab (Ovine)
Ig gamma-2A chain C region, membrane-bound formradiolabeled murine anti-CD20	Ibritumomab
Ibritumomab	Ibritumomab
Daptomycin	Daptomycin
Ig gamma-1 chain C region	Tositumomab
Tositumomab	Tositumomab
GHGH-NGrowth hormoneGrowth hormone 1Pituitary growth hormoneSomatotropin precursor	Pegvisomant
Pegvisomant	Pegvisomant
BoNT/ABontoxilysin ABotulinum neurotoxin type A precursorBTX-A	Botulinum Toxin Type A
Botulinum Toxin Type A	Botulinum Toxin Type A
1,4-alpha-D- glucan glucanohydrolasePAPancreatic alpha-amylase precursor	Pancrelipase
Pancrelipase	Pancrelipase
Streptokinase C precursor	Streptokinase
Streptokinase	Streptokinase
Alemtuzumab	Alemtuzumab
Alglucerase	Alglucerase
Capromab pendetideIn 111 Capromab pendetide	Capromab
Capromab	Capromab
Alpha-L-iduronidase precursor	Laronidase
Laronidase	Laronidase
CiclosporinCsACyACyclosporin A	Cyclosporine
Cyclosporine	Cyclosporine
ASP0485	Alefacept
Alefacept	Alefacept
2-(L-phenylalanine)-8-L-lysinevasopressinFelipresinaFelypressinFelypressineFelypressinumPLV-2	Felypressin
Felypressin	Felypressin
Follicle Stimulating HormoneFollicle-stimulating hormone beta subunitFollitropin beta chain precursorFSHFSH-BFSH-betaUrofollitrophin	Urofollitropin
Urofollitropin	Urofollitropin
anti alphaL integrinantiCD11 alphahu1124Raptiva	Efalizumab
Efalizumab	Efalizumab
Serum albumin precursor	Serum albumin
Serum albumin	Serum albumin
CG-betaChoriogonadotropin beta chain precursorChorionic gonadotrophin beta subunit	Choriogonadotropin alfa
Choriogonadotropin alfa	Choriogonadotropin alfa
rabbit ATGrATGThymoglobulin	Antithymocyte globulin
Antithymocyte globulin	Antithymocyte globulin
G-CSF Granulocyte Colony Stimulating Factor Tbo-filgrastim	Filgrastim
Filgrastim	Filgrastim
Christmas factorCoagulation factor IX precursorPlasma thromboplastin componentPTC	Coagulation Factor IX
Coagulation Factor IX	Coagulation Factor IX
c-sisPDGF B-chainPDGF-2Platelet-derived growth factor B chain precursorPlatelet-derived growth factor beta polypeptide	Becaplermin
Becaplermin	Becaplermin
Agalsidase alfaAlpha-D- galactoside galactohydrolaseAlpha-D-galactosidase AAlpha-galactosidase A precursorMelibiase	Agalsidase beta
Agalsidase beta	Agalsidase beta
OctreotidaOctreotidumOctrotide	Octreotide
Octreotide	Octreotide
Interferon alfa-2brIFN-alpha-2b	Interferon Alfa-2b, Recombinant
Interferon Alfa-2b, Recombinant	Interferon Alfa-2b, Recombinant
Abarelix	Abarelix
PitocinSID29217903SID50111741Syntocinon	Oxytocin
Oxytocin	Oxytocin
Anti-alpha4 integrinAnti-VLA4	Natalizumab
Natalizumab	Natalizumab
Envelope polyprotein GP160 precursor [Contains: Exterior membrane glycoprotein,GP120, Transmembrane glycoprotein,GP41]	Enfuvirtide
Enfuvirtide	Enfuvirtide
anti-RSVSynagis	Palivizumab
Palivizumab	Palivizumab
Anti-IL-2Humanized antiCD25Ig gamma-1 chain C region	Daclizumab
Daclizumab	Daclizumab
antiVEGFAvastin	Bevacizumab
Bevacizumab	Bevacizumab
anti-Carcinoembryonic Antigen Monoclonal Antibody Fab' FragmentIMMU-4	Arcitumomab
Arcitumomab	Arcitumomab
CodecarboxylasePLPPyridoxal 5-phosphatePyridoxal 5'-phosphatePyridoxal PPyridoxal-5PPyridoxal-P	Pyridoxal Phosphate
Pyridoxal Phosphate	Pyridoxal Phosphate
Cyanocob(III)alaminVitamin B12Vitamin B12 complex	Cyanocobalamin
Cyanocobalamin	Cyanocobalamin
(6S)-Tetrahydrofolate(6S)-Tetrahydrofolic acid(6S)-THFA5,6,7,8-tetrahydrofolate5,6,7,8-tetrahydrofolic acidtetrahydrofolateTetrahydrofolic acidTHF	Tetrahydrofolic acid
Tetrahydrofolic acid	Tetrahydrofolic acid
(S)-4-(2-Amino-2-carboxyethyl)imidazole(S)-a-Amino-1H-imidazole-4-propanoic acid(S)-alpha-amino-1H-Imidazole-4-propanoic acid(S)-alpha-Amino-1H-imidazole-4-propionic acid(S)-α-amino-1H-Imidazole-4-propanoic acidHHisHistidineL-(-)-HistidineL-(−)-histidineL-HistidinL-Histidine	L-Histidine
L-Histidine	L-Histidine
(3S)-5'-[(3-amino-3-Carboxypropyl)methylsulfonio]-5'-deoxyadenosine, inner salt[1-(Adenin-9-yl)-1,5-dideoxy-beta-D-ribofuranos-5-yl][(3S)-3-amino-3-carboxypropyl](methyl)sulfoniumAcylcarnitineAdoMetS-(5'-Deoxyadenosin-5'-yl)-L-methionineS-adenosyl-L-methionineS-AdenosylmethionineSAMSAMe	S-Adenosylmethionine
S-Adenosylmethionine	S-Adenosylmethionine
2-ketopropionic acid2-Oxopropanoic acid2-Oxopropansaeure2-Oxopropionsaeurea-Ketopropionic acidAcetylformic acidAcide pyruviquealpha-Ketopropionic acidalpha-OxopropionsaeureBrenztraubensaeureBTSCH3COCOOHPyroracemic acidPyruvic acidα-ketopropionic acid	Pyruvic acid
Pyruvic acid	Pyruvic acid
(S)-2-Amino-3-phenylpropionic acid(S)-alpha-Amino-beta-phenylpropionic acid3-phenyl-L-alaninebeta-Phenyl-L-alanineFL-PhenylalaninePhePHENYLALANINEβ-phenyl-L-alanine	L-Phenylalanine
L-Phenylalanine	L-Phenylalanine
(+)-cis-Hexahydro-2-oxo-1H-thieno[3,4]imidazole-4-valeric acid(3AS,4S,6ar)-hexahydro-2-oxo-1H-thieno[3,4-D]imidazole-4-valeric acid5-(2-Oxohexahydro-1H-thieno[3,4-D]imidazol-4-yl)pentanoic acidBiotinBiotinaBiotineBiotinumcis-(+)-Tetrahydro-2-oxothieno[3,4]imidazoline-4-valeric acidcis-Hexahydro-2-oxo-1H-thieno(3,4)imidazole-4-valeric acidcis-Tetrahydro-2-oxothieno(3,4-D)imidazoline-4-valeric acidCoenzyme RD-(+)-BiotinD-BiotinD(+)-BiotinVitamin B7Vitamin H	Biotin
Biotin	Biotin
BilineurineCholineCholine ionN-trimethylethanolamineN,N,N-trimethylethanol-ammoniumtrimethylethanolamine	Choline
Choline	Choline
(S)-2,6-diaminohexanoic acid(S)-lysine(S)-α,ε-diaminocaproic acid6-ammonio-L-norleucineL-lysLYSlysine acid	L-Lysine
L-Lysine	L-Lysine
(2S)-2-amino-5-(Carbamimidamido)pentanoic acid(2S)-2-amino-5-Guanidinopentanoic acid(S)-2-amino-5-guanidinopentanoic acid(S)-2-Amino-5-guanidinovaleric acidArgArginineL-(+)-ArginineL-ArgL-ArgininL-ArginineR	L-Arginine
L-Arginine	L-Arginine
Acide ascorbiqueAcido ascorbicoAcidum ascorbicumAcidum ascorbinicumAscoltinAscorbateAscorbic AcidAscorbicapAscorbinsaeuree 300e-300e300L-(+)-ascorbic acidL-AscorbateL-Ascorbic AcidVitamin C	Vitamin C
Vitamin C	Vitamin C
4,9-Diaza-1,12-dodecanediamine4,9-Diazadodecane-1,12-diamineN,N'-Bis(3-aminopropyl)-1,4-butanediamineSpermine	Spermine
Spermine	Spermine
(S)-2-aminobutanedioic acid(S)-2-aminosuccinic acid2-Aminosuccinic acidAspAspartic acidDL-AspL-AsparaginsaeureL-AsparaginsäureL-AspartateL-Aspartic acid	L-Aspartic Acid
L-Aspartic Acid	L-Aspartic Acid
(S)-2,5-Diaminopentanoate(S)-2,5-Diaminopentanoic acid(S)-2,5-diaminovaleric acid(S)-alpha,delta-Diaminovaleric acid(S)-ornithine(S)-α,δ-diaminovaleric acidL-Ornithine	L-Ornithine
L-Ornithine	L-Ornithine
(2S)-2-amino-4-carbamoylbutanoic acid(2S)-2,5-Diamino-5-oxopentanoic acid(S)-2,5-diamino-5-oxopentanoic acidGlutamic acid 5-amideGlutamic acid amideGLUTAMINEL-(+)-glutamineL-2-aminoglutaramic acidL-Glutamic acid gamma-amideL-glutamic acid γ-amideL-GlutaminL-GlutamineL-Glutaminsaeure-5-amidL-Glutaminsäure-5-amidLevoglutamideQ	L-Glutamine
L-Glutamine	L-Glutamine
5'-Adenosine monophosphate5'-Adenylic acid5'-AMP5'-O-PhosphonoadenosineAdenosine 5'-(dihydrogen phosphate)Adenosine 5'-monophosphateAdenosine 5'-phosphateADENOSINE monophosphateAdenosine phosphateAdenosine-5'-MonophosphateAdenosine-5'-monophosphoric acidAdenosine-5'pAdenosini phosphasAdenylateAdenylic acidAdo5'pAMPFosfato de adenosinaPAdoPhosadenPhosphadenPhosphate d'adenosine	Adenosine monophosphate
Adenosine monophosphate	Adenosine monophosphate
(9,12,15)-linolenic acid(9Z,12Z,15Z)-Octadecatrienoic acid(Z,Z,Z)-9,12,15-octadecatrienoic acid9-cis,12-cis,15-cis-octadecatrienoic acid9,12,15-Octadecatrienoic acidALAall-cis-9,12,15-Octadecatrienoic acidalpha-Linolenic acidcis-delta(9,12,15)-Octadecatrienoic acidcis,cis,cis-9,12,15-Octadecatrienoic acidLinolenic acidα-linolenic acid	Alpha-Linolenic Acid
Alpha-Linolenic Acid	Alpha-Linolenic Acid
(2S)-2-amino-3-Hydroxypropanoic acid(S)-(-)-Serine(S)-(−)-serine(S)-2-Amino-3-hydroxypropanoic acid(S)-alpha-Amino-beta-hydroxypropionic acid(S)-Serinebeta-Hydroxy-L-alaninebeta-HydroxyalanineL-(-)-SerineL-(−)-serineL-2-Amino-3-hydroxypropionic acidL-3-Hydroxy-2-aminopropionic acidL-3-Hydroxy-alanineL-SerL-SerinL-SerineSSerSerine	L-Serine
L-Serine	L-Serine
(2S)-2-amino-4-(Methylsulfanyl)butanoic acid(S)-2-amino-4-(methylthio)butanoic acid(S)-2-amino-4-(methylthio)butyric acid(S)-methionineL-(-)-MethionineL-a-Amino-g-methylthiobutyric acidL-alpha-amino-gamma-Methylmercaptobutyric acidL-MethioninL-MethionineL-α-amino-γ-methylmercaptobutyric acidMMetMethionine	L-Methionine
L-Methionine	L-Methionine
(-)-alpha-amino-P-Hydroxyhydrocinnamic acid(−)-α-amino-p-hydroxyhydrocinnamic acid(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid(S)-(-)-Tyrosine(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid(S)-3-(p-Hydroxyphenyl)alanine(S)-alpha-amino-4-Hydroxybenzenepropanoic acid(S)-Tyrosine(S)-α-amino-4-hydroxybenzenepropanoic acid4-hydroxy-L-phenylalanineL-TyrosinL-TyrosineTyrTYROSINEY	L-Tyrosine
L-Tyrosine	L-Tyrosine
(1alpha,3beta,5Z,7e)-9,10-Secocholesta-5,7,10(19)-triene-1,3,25-triol(1S,3R,5Z,7e)-9,10-Secocholesta-5,7,10-triene-1,3,25-triol(5Z,7e)-(1S,3R)-9,10-Secocholesta-5,7,10(19)-triene-1,3,25-triol1-alpha-25-Dihydroxyvitamin D31,25-DHCC1,25-dihydroxycholecalciferol1alpha,25-Dihydroxycholecalciferol1alpha,25-Dihydroxyvitamin D31alpha,25(OH)2D31α,25-dihydroxycholecalciferol1α,25-dihydroxyvitamin D31α,25(OH)2D35-{2-[1-(5-hydroxy-1,5-dimethyl-hexyl)-7a-methyl-octahydro-inden-4-ylidene]-ethylidene}-4-methylene-cyclohexane-1,3-diolCalcijexCalcitriolCalcitriolumDecostriolRocaltrol	Calcitriol
Calcitriol	Calcitriol
SID548587	Xanthophyll
Xanthophyll	Xanthophyll
(R,R)-3,3'-dithiobis(2-aminopropanoic acid)L-alpha-Diamino-beta-dithiolactic acidL-Dicysteineβ,β'-dithiodialanine	L-Cystine
L-Cystine	L-Cystine
1,2-Ethanedicarboxylic acidAcide butanedioiqueAcide succiniqueAcidum succinicumAmber acidAsuccinBernsteinsaeureBernsteinsaureButandisaeureButanedioic acidButanedionic acidDihydrofumaric acide363Ethylenesuccinic acidHOOC-CH2-CH2-COOHSpirit of amberSuccinateSuccinic acid	Succinic acid
Succinic acid	Succinic acid
1-Deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)pentitol6,7-Dimethyl-9-D-ribitylisoalloxazine7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)benzo[g]pteridine-2,4(3H,10H)-dione7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)isoalloxazine7,8-Dimethyl-10-ribitylisoalloxazinee101LactoflavinLactoflavineRiboflavinRiboflavinaRiboflavineRiboflavinumVitamin B2Vitamin G	Riboflavin
Riboflavin	Riboflavin
2-Acetamido-2-deoxy-D-glucosealdehydo-N-acetyl-D-glucosamineD-GlcNAcN-Acetyl-D-glucosamineN-Acetylchitosamine	N-Acetyl-D-glucosamine
N-Acetyl-D-glucosamine	N-Acetyl-D-glucosamine
(2S)-2-Aminopentanedioic acid(S)-2-Aminopentanedioic acid(S)-Glutamic acidGluGlutamic acidL-GlutamateL-Glutaminic acid	L-Glutamic Acid
L-Glutamic Acid	L-Glutamic Acid
5-L-Glutamyl-L-cysteinylglycinegamma-L-Glutamyl-L-cysteinyl-glycineGlutathioneGlutathione-SHGSHN-(N-gamma-L-Glutamyl-L-cysteinyl)glycineReduced glutathione	Glutathione
Glutathione	Glutathione
Phosphatidyl-L-serinePSPtd-L-Ser	Phosphatidylserine
Phosphatidylserine	Phosphatidylserine
Aminoacetic acidAminoessigsaeureAminoethanoic acidGGlyGlycinGlycineGlycocollGlykokollGlyzinH2N-CH2-COOHHglyLeimzucker	Glycine
Glycine	Glycine
(3beta,5Z,7e)-9,10-Secocholesta-5,7,10(19)-triene-3,25-diol(3S,5Z,7e)-9,10-Secocholesta-5,7,10-triene-3,25-diol(3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol(5Z,7e)-(3S)-9,10-Secocholesta-5,7,10(19)-triene-3,25-diol25-hydroxycholecalciferol25-Hydroxyvitamin D325(OH)D33-{2-[1-(5-hydroxy-1,5-dimethyl-hexyl)-7a-methyl-octahydro-inden-4-ylidene]-ethylidene}-4-methylene-cyclohexanolCalcidiolCalcifediolCalcifediol AnhydrousCalcifediolum	Calcidiol
Calcidiol	Calcidiol
3-HYDROXY-5-(hydroxymethyl)-2-methylisonicotinaldehydePyridoxalPyridoxaldehyde	Pyridoxal
Pyridoxal	Pyridoxal
((amino(Imino)methyl)(methyl)amino)acetic acid(alpha-Methylguanido)acetic acid(N-methylcarbamimidamido)acetic acid(α-methylguanido)acetic acidalpha-Methylguanidino acetic acidCreatinCreatineKreatinMethylglycocyamineN-(aminoiminomethyl)-N-methylglycineN-[(e)-AMINO(imino)methyl]-N-methylglycineN-AmidinosarcosineN-Carbamimidoyl-N-methylglycineN-Methyl-N-guanylglycine	Creatine
Creatine	Creatine
(2S)-2-Amino-4-methylpentanoic acid(2S)-alpha-2-Amino-4-methylvaleric acid(2S)-alpha-Leucine(S)-(+)-Leucine(S)-Leucine2-Amino-4-methylvaleric acidLL-LeucinL-LeucineL-LeuzinLeuLeucine	L-Leucine
L-Leucine	L-Leucine
(-)-Tryptophan(2S)-2-amino-3-(1H-indol-3-yl)Propanoic acid(S)-alpha-amino-1H-indole-3-propanoic acid(S)-alpha-Amino-beta-(3-indolyl)-propionic acid(S)-Tryptophan(S)-α-amino-1H-indole-3-propanoic acidL-(-)-TryptophanL-(−)-tryptophanL-beta-3-IndolylalanineL-TryptophanL-β-3-indolylalanineTrpTryptophanW	L-Tryptophan
L-Tryptophan	L-Tryptophan
(2R)-2-amino-3-mercaptopropanoic acid(2R)-2-amino-3-sulfanylpropanoic acid(R)-2-Amino-3-mercaptopropanoic acidCysL-2-Amino-3-mercaptopropionic acidL-Cys	L-Cysteine
L-Cysteine	L-Cysteine
3-(4-AMINO-2-methyl-pyrimidin-5-ylmethyl)-5-(2-hydroxy-ethyl)-4-methyl-thiazol-3-iumAneurinAntiberiberi factorThiaminThiaminethiamine(1+)thiamine(1+) ionthiaminiumVitamin B1	Thiamine
Thiamine	Thiamine
(3beta,5Z,7e,22e)-9,10-Secoergosta-5,7,10(19),22-tetraen-3-ol(5Z,7e,22e)-(3S)-9,10-Seco-5,7,10(19),22-ergostatetraen-3-ol(5Z,7e,22e)-(3S)-9,10-Secoergosta-5,7,10(19),22-tetraen-3-olActivated ergosterolCalciferolErcalciolErgocalciferolErgocalciferolumOleovitamin D2ViosterolVitamin D2Vitamina D2	Ergocalciferol
Ergocalciferol	Ergocalciferol
(8Z,11Z,14Z)-Icosatrienoic acid(Z,Z,Z)-8,11,14-Eicosatrienoic acid(Z,Z,Z)-8,11,14-Icosatrienoate(Z,Z,Z)-8,11,14-Icosatrienoic acid20:3, n-6,9,12 all-cis8,11,14-Eicosatrienoic Acid8c,11c,14c-eicosatrienoic acid8c,11c,14c-Eicosatriensaeureall-cis-8,11,14-eicosatrienoic acidall-cis-8,11,14-icosatrienoic acidall-cis-eicosa-8,11,14-trienoic acidall-cis-Eicosa-8,11,14-triensaeureall-cis-icosa-8,11,14-trienoic acidC20:3, n-6,9,12 all-ciscis,cis,cis-8,11,14-eicosatrienoic acidDGLADihomo-γ-linolenic acideicosa-8Z,11Z,14Z-trienoic acidgamma-Homolinolenic acidHomo-gamma-linolenic acidHomo-gamma-linolensaeure	Dihomo-gamma-linolenic acid
Dihomo-gamma-linolenic acid	Dihomo-gamma-linolenic acid
(S)-2-Amino-5-ureidopentanoic acid2-Amino-5-ureidovaleric acidalpha-amino-delta-Ureidovaleric acidCitCitrullinedelta-UreidonorvalineL-2-Amino-5-ureidovaleric acidL-CitrullineN(5)-(Aminocarbonyl)-L-ornithineN(delta)-CarbamylornithineN5-(Aminocarbonyl)ornithineN5-Carbamoyl-L-ornithineN5-carbamoylornithineα-amino-δ-ureidovaleric acidδ-ureidonorvaline	L-Citrulline
L-Citrulline	L-Citrulline
(2S,3R)-(-)-Threonine(2S)-threonine2-Amino-3-hydroxybutyric acidL-(-)-ThreonineL-2-Amino-3-hydroxybutyric acidL-alpha-amino-beta-hydroxybutyric acidL-ThreoninL-α-amino-β-hydroxybutyric acidThrThreonine	L-Threonine
L-Threonine	L-Threonine
1,4-dihydronicotinamide adenine dinucleotideDPNHnicotinamide adenine dinucleotide (reduced)	NADH
NADH	NADH
FolacinFolateFolic acidFolsaeureN-[(4-{[(2-amino-4-oxo-1,4-dihydropteridin-6-yl)methyl]amino}phenyl)carbonyl]-L-glutamic acidN-Pteroyl-L-glutamic acidPGAPteGluPteroyl-L-glutamatePteroyl-L-glutamic acidPteroyl-L-monoglutamic acidPteroylglutamic acidVitamin B9Vitamin BcVitamin M	Folic Acid
Folic Acid	Folic Acid
